texto_tweet,vader,xlm_roberta,robertuito,bert_multilingual,beto,sentiment_global
@CajaLosAndes pague la licencia médica. Hasta cuando los tengo q esperar. No sean sin vergüenzas.,negativo,negativo,negativo,negativo,neutral,negativo
RT @avakfk: Hoy fui a @CajaLosAndes a ver qué pasaba con el pago de mi licencia y me informan que no me pagarán porque no me aparecen mis c…,negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes Inquietud? Sinvergüenzas tomen acá tienen su Inquietud 🖕 se hacen los wns cagando a la gente algún día va a ver otra clase de chilenos que quebraran las cajas de compensación hay me voy a reír en modicas cuotas HDP.,neutral,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes cuantas horas hay que esperar pra que un ejecutivo responda por wtsp? Llevo dos horas tratando de comunicarme porque es el único medio y nada,neutral,neutral,negativo,negativo,negativo,negativo
@CajaLosAndes cómo es posible que haya pasado 1 mes de entregar la documentación y todavía no han autorizado la carga de mi hijo que tiene un mes y por eso no puede ser carga de salud. Cuánto más hay que esperar?,negativo,negativo,negativo,negativo,negativo,negativo
@Fonasa  Podrian ayudarme a generar el Certificado de Afiliación y Certificado de Cotizaciones porque la web de fonasa no funciona y @CajaLosAndes  no quiere pagar mi licencia médica hasta que presente esta documentación.  Gracias https://t.co/WYSPoIN4EB,negativo,negativo,negativo,negativo,neutral,negativo
@Alejand99429612 @CajaLosAndes @MinDesarrollo @ministeriosalud @MinMujeryEG @SUSESOChile tengo una licencia médica rechazada del 6 de noviembre y apelada aceptada por suseso el 22 de febrero pero compin tiene 30 días Hábiles para enviar el correo y que la isapre pueda pagar como tan ineficientes infelices de mierda !!!,neutral,negativo,negativo,negativo,negativo,negativo
@Gringui72633025 @SUSESOChile @CajaLosAndes @SUSESOChile tengo una licencia médica rechazada de 6 de noviembre y apelada aceptada por suseso el 22 de febrero pero compin tiene 30 días Hábiles para enviar el correo y que la isapre pueda pagar como tan ineficientes infelices de mierda !!! https://t.co/qNNOLK7eIJ,neutral,negativo,negativo,negativo,negativo,negativo
"RT @AbigailAlterma1: @CajaLosAndes @CajaLosAndes, cuánto tiempo más espero para q se dignen a pagar mi plata @SUSESOChile, aún espero respu…",neutral,neutral,negativo,negativo,negativo,negativo
"@CajaLosAndes Hola, quisiera que dejaran de hostigarme por teléfono para pagar una cuota que muchas de veces les he dicho que es descuento por planilla!!.  Más encima llaman más de una vez al día,hoy sábado pasado las 8 de la mañana me llamaron y recién 1930 hora recibí otra?... https://t.co/H72jumXpQL",neutral,neutral,negativo,negativo,neutral,neutral
"@CajaLosAndes necesito pagar la cuota de mi crédito y no esta la opción de pagar ni por la app ni por sucursal virtual, pincho pago electrónico y no aparece la información para pagar...como pago?",negativo,negativo,negativo,negativo,negativo,negativo
"@metrodesantiago 
Buenas tardes se me a hecho imposible contactar por teléfono para bloquear tarjeta TAM N° 329376610 la cuál fue extraviada en VIII Región en viaje d vacaciones y tiene mucho saldo acumulado en primera carga ya q es nueva 
Me costó un millón obtener CajaLosAndes",neutral,negativo,negativo,negativo,negativo,negativo
"@Informa_Primero @ChileAtiende @SeremiSaludRM @ministeriosalud @Fonasa @CajaLosAndes @ximenaguilera Paguen las licencias médicas,de Miles y Miles de personas qué están enfermos y esperando su plata,para comer y pagar cuentas.",neutral,negativo,negativo,negativo,negativo,negativo
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
"Hola @CajaLosAndes 
¿Cómo es posible que la única manera de asegurar cupos para talleres de adulto mayor sea con inscripción presencial? 
Mi madre haciendo fila antes de las 8 para conseguir cupo, con riesgos evidentes de seguridad y para su salud.",neutral,neutral,negativo,negativo,negativo,negativo
"En @CajaLosAndes encontramos un aliado para cumplir con el propósito de educar y empoderarte financieramente. Juntos, buscamos mejorar la salud financiera de las personas. Revisa aquí todos los detalles: https://t.co/w4UulCHlI1",neutral,positivo,positivo,positivo,positivo,positivo
@CajaLosAndes jueves valor cabaña para dos 38 y viernes 76 es legal que doble el precio ? Al otro día @SERNAC,positivo,neutral,neutral,negativo,negativo,neutral
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
"Tengo una gran duda 🤔
Si @CajaLosAndes tenía 5 mil cupones de descuento, entonces @puntoticket tendría a asegurar la compra de esos 5 mil boletos para los de la caja. Ya que al entrar a la compra, eliges la compra de descuento de @CajaLosAndes #EstoSeraLegendaddy",neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes Gracias pero los estoy tageando para complementar el seguro que tienen con @gobetterfly y mas personas puedan usarlo,neutral,positivo,neutral,neutral,neutral,neutral
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
Chile país donde adulta mayor pide préstamo en @CajaLosAndes debe ir realizar fila... luego ir a la notaria a protocolizar pagaré (3 cuadras)... volver a la caja... llevar pagaré al banco (2 cuadras) y recién recibir su pago... por eso y más #ARUEBO !!!,neutral,neutral,neutral,negativo,positivo,neutral
"@CajaLosAndes De acuerdo a lo solicitado, seleccione el sobre que aparece en twtitter caja los andes y envíe mi cédula de identidad e indique mi correo.",neutral,neutral,neutral,positivo,neutral,neutral
"RT @Icarus3012: Me acabo de enterar que tengo un seguro de cesantía con @CajaLosAndes desde el año 2016, un seguro que nunca he tomado segu…",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes  buenas tardes, hoy fui pagar mi deuda completa a sucursal Rosario Norte, pero no pude hacerlo porque con débito puedo hasta $1.000.000, consulté en banco y me dicen que tendría que pagar con débito y diferencia con crédito, es posible realizar de esa forma? gracias",negativo,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes como puedo dar de baja seguro, envié mail y rebota, me puede dar un correo donde hacer denuncia.",neutral,neutral,neutral,negativo,neutral,neutral
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
"@CajaLosAndes Nadie contesta fonos de centro recreativo en La Florida.  Llevo días intentando consultar por cursos de natación.
Ojalá que por este medio sea más eficiente la comunicación.",neutral,negativo,negativo,positivo,neutral,neutral
Señores @CajaLosAndes necesito solución a este caso hoy. Más de una semana tramitando carga legal y todavía no hay resolución al respecto. Es imprescindible para continuar trámites por las menores. @SUSESOChile https://t.co/mvV2JHMOpg,negativo,negativo,negativo,positivo,negativo,negativo
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
"@katapsp @CajaLosAndes Hola Katherine. Cuéntanos, ¿en qué te podemos ayudar por este medio?. Recuerda que cualquier duda puedes consultar en nuestra web https://t.co/AOJuFgWGsL Buen día.",neutral,neutral,neutral,positivo,neutral,neutral
"@katapsp @CajaLosAndes Hola Katherine, si crees cumplir con los requisitos establecidos por ley, pero no apareces como beneficiaria puedes realizar un reclamo en 👉https://t.co/Fu6MMvvSUu. Saludos y recuerda que cualquier duda puedes consultar la información en ➡https://t.co/JNwHbK12O1",negativo,neutral,neutral,negativo,neutral,neutral
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
"@GobiernodeChile Empiecen por la #cajalosandes que me pague las licencia médica. Hay un DFL para quedarse con el dinero de la gente que ni siquiera tiene un empleo estable, con tanta empresa externa que explota a los trabajadores. 😔",neutral,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes un crédito aprobado el martes aún no depositan porque el banco tiene un límite (banco estado) y no hay un lugar para conversar!!!! Por qué no me depositan en el mismo banco cuenta de ahorro ? Solo bots? Cómo es posible ! A pensionados los mandan a reclamar a tweet,negativo,negativo,negativo,negativo,negativo,negativo
"#ParoNacional por q yo👍el paro? 
1:denle poder al sernac para q se termine el abuso de empresas cm @LIDERcl q ayudan a los ladrones
2:quitarle el poder a las CC ej: @CajaLosAndes q tramita y tramita para pagar 1 lic medica.
Las cajas no son d gran utilidad.
3:LEY DE MEDIOS",negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes La Guardia personal externo pone la cara en la puerta por la  demora de atención
#ContigoCHV",neutral,negativo,negativo,negativo,negativo,negativo
"@1039c7cfd2044d5 @CajaLosAndes Eso dice la ley csm... No pueden cobrar una wea después de 5 años csm...

Que, por tanto, las Cajas de Compensación disponen de dos acciones distintas e independientes para cobrar lo adeudado por un crédito social, la acción cambiaria derivada del pagaré,",negativo,negativo,neutral,negativo,neutral,negativo
"@1039c7cfd2044d5 @CajaLosAndes el artículo 98 de la Ley N°18.092 es de un año, contado desde el día del vencimiento del documento, y la acción ordinaria del contrato de mutuo, que de conformidad con lo preceptuado en el artículo 2515 del Código Civil prescribe en el plazo de cinco años.",neutral,neutral,neutral,negativo,neutral,neutral
"@SUSESOChile @CajaLosAndes
Cúando llamé para saber que sucedía me indican que debo subir los documentos por la página web porque la aplicación no funciona, los subí con fecha 16 de marzo (no. De solicitud 301193693), hoy llamo para consultar cuándo me pagarán la licencia, y...",negativo,neutral,negativo,negativo,neutral,negativo
"Equipo de INACAP Sede Rancagua se reúne con Gerente sucursal de @CajaLosAndes Rancagua, Ronnie Muñoz y Ejecutiva corporativa, Carolina Celis, con el objetivo de evaluar líneas de trabajo que contribuyan a un relacionamiento bidireccional entre ambas organizaciones. https://t.co/nj4fdpaLaj",neutral,neutral,neutral,positivo,neutral,neutral
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
"Necesito un abogado @CajaLosAndes no responde mis solicitudes y me han estafado con un crédito que pedí y dicen que no he pagado. Tengo las liquidaciones de sueldo que muestran que por planilla me sacaban la plata. Pero necesito asesoría 
Agradezco ayuda.
#estafacajalosandes",negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes pedí un crédito social por $582.422 primer descuento oct 2009 x $66.419, por 66 meses,luego 49 meses $21.217, total a la fecha han descontado de mi pensión de vejez $5.396.000 exijo explicación y asesoría para acción judicial.",neutral,neutral,negativo,negativo,neutral,neutral
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
@CajaLosAndes hola mi papá contrato un seguro para su vehículo y no tenemos cómo saber que compañía de seguro es . Necesito número de teléfono a la brevedad!! Porfis gracias,negativo,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes llevo más de una semana esperando que el area técnica de la sucursal virtual me arregle el boton para subir el documento que me estan pidiendo para pagar la licencia médica que presente hace casi un mes. favor una respuesta,positivo,neutral,negativo,negativo,neutral,neutral
"@CajaLosAndes Hola necesito generar una solicitud de devolución de exceso y no encuentro el formulario en sitio web, me dirigí a sucursal y por falta de tiempo no pude esperar… como lo puedo hacer?",negativo,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes No es tan así… el de extinción es mucho más expedit ya que se demora un par de minutos en quedar efectiva, pero el de acreditación es más lento ya que hay que enviar un correo y esperar 5 días hábiles… lo mismo que demoraría en hacerlo presencial 🤷🏻‍♂️",negativo,negativo,neutral,negativo,negativo,negativo
"#CajaLosAndes
#CobranzaAbusiva
@CajaLosAndes otra vez con su magia.
@SERNAC 
No aparece credito en la pagina, empresa ya desconto primera cuota, y dicen q debo una QUE ELLOS NO ENVIARON. Se supone q es descuento por planilla.
¿Ahora debo pagar intereses x SU CULPA?
#Parenelshow https://t.co/jj08q15Fvu",negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes una vergüenza tener que venir presencial a sus oficinas con 9 meses de embarazos porque la información que entregan por su calle Center es errónea y aún más tener que esperar más de una hora porque no tienen fila preferencial.Para ver una licencia,negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes hola buen día, realicé una solicitud de crédito el día viernes y aún no tengo respuesta, cuánto tiempo hay que esperar para que me digan si salió aprobado o no?",negativo,neutral,neutral,negativo,neutral,neutral
"¿Como cresta es posible que @CajaLosAndes #Antofagasta tenga personas haciendo fila desde antes de las 8am y se les ocurra sanitizar ""de dia"" y hacer esperar hasta el mediodía a pleno sol?
¿Dónde están los cerebros de @CajaLosAndes #Antofagasta que no hace esto de noche? https://t.co/5h0MgtnXi0",negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes Y sigo esperando pero deja de pagar una cuota por un crédito al otro día te embargan!,neutral,negativo,negativo,negativo,negativo,negativo
RT @AbigailAlterma1: @SUSESOChile @CajaLosAndes cuánto tiempo tiene legal una caja de compensación para pagar una licencia médica q ya fue…,positivo,neutral,negativo,negativo,neutral,neutral
"RT @FrangoAndrea: Desde 20 de abril está listo y traspasado el dinero del seguro @Cardif_Chile a @CajaLosAndes ,pero caja Los Andes aún no…",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes Que pena, que tengo un seguro que lo cobran ustedes y llevo dos meses haciendo el denuncio y a la fecha no recibo una respuesta ni de ustedes ni de la aseguradora. Para vender seguros todo bonito, para cumplir ya es otra cosa verdad?",negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes dónde puedo enviar un correo para renunciar a un seguro de vida de cardif?,neutral,neutral,neutral,negativo,neutral,neutral
@camila_vallejo @jeannette_jara @Detacoop @FirstJobLatam @CajaLosAndes Quieren reducir el trabajo a 40horas y el presidente comenzó la cuenta pública con 30 minutos de atraso. Así seremos Finlandia! # https://t.co/CLyqvDHlpN,neutral,neutral,negativo,negativo,neutral,neutral
@CajaLosAndes #CajalosAndes Quise pagar una cuota de credito que vence hoy (hoy me pagaron) y curioso...no esta para pago en linea...Luego debo pagar yo los intereses y ellos se lavan las manos...Osea sale mas caro que sacar credito en un banco. @SERNAC @ABOGADOSCHILE,neutral,negativo,negativo,negativo,neutral,negativo
"Fui a solicitar la validación de un seguro el 25/04/22 a la @CajaLosAndes, llamo y este me indica tengo que llamar a la aseguradora para saber en qué va el trámite, llamé y @Cardif_Chile me indica que no está el registro de dicha solicitud. ¿A quién le creo?",negativo,negativo,negativo,negativo,neutral,negativo
"@Accenture_CL @CajaLosAndes @Kyndryl @womchile @Emol Carlos Marcel, Managing Director de @kyndryl #Chile: ""Estamos haciendo un trabajo educativo con pasantes para que analicen procesos internos con clientes y así armar planes educativos con ellos para su futuro"". 

📡 EN VIVO por @Emol: https://t.co/QGwyVLwVj8 https://t.co/GXRTkfeT0u",neutral,neutral,neutral,positivo,neutral,neutral
"Qué hago si @CajaLosAndes no me quiere pagar mi licencia x covid autorizada x #COMPIN solo x el hecho de no tener trabajo hasta noviembre del 2021 y yo pagando una pieza pa poder hacer reposo en Natales, ya q solo fui x temporada a trabajar al Paine! No terminan de pedir papeles.",negativo,negativo,negativo,negativo,negativo,negativo
@jeannette_jara @camila_vallejo @CajaLosAndes Estoy de acuerdo pero que no se corra el zorro y estaremos bien porque la producción no se mira por las horas sino por lo que se avanza en el trabajo,negativo,neutral,neutral,neutral,positivo,neutral
"Obtén la sonrisa que deseas 😁
Realiza tu implante en sanasalud 🦷
*24 cuotas de $29125 🤩
Precio Final: $699.000
Agenda tu hora al 📲600 006 1000

* Cuota y CAE sujeto a convenio con banco emisor
#Implantesdentales #Sanasalud #centrodental #fpay #cajalosandes #dental https://t.co/e4OTCdpwc1",neutral,neutral,neutral,positivo,positivo,neutral
RT @AbigailAlterma1: @SUSESOChile @CajaLosAndes cuánto tiempo tiene legal una caja de compensación para pagar una licencia médica q ya fue…,positivo,neutral,negativo,negativo,neutral,neutral
"@CajaLosAndes, cuánto tiempo más espero para q se dignen a pagar mi plata @SUSESOChile, aún espero respuesta de, cuánto es el tiempo legal q la caja tiene para pagar cuándo COMPIN autoriza. No soy la única, somos muchos los afectados y mientras tanto q? Comemos mierda? @MV_3771",negativo,negativo,negativo,negativo,negativo,negativo
"Y bueno, la caja sigue pidiendo más y más papeles para pagar una licencia por COVID se niega a pagar y van pidiendo por parte, llevan asi desde mayo. Ya pagaron la 1ra y la continuación no... Super bien ellos... Aplausos para @CajaLosAndes que sigue poniendo trabas.",positivo,negativo,negativo,positivo,negativo,negativo
"@CajaLosAndes tienen que entrara a la pagina principal de los andes (desde Google) y sale un anuncio de daddy yankee, ahí aprietan CONOCER MAS, y luego rellenan los datos (el rut va sin el ultimo numero) y guarden ese codigo como hueso santo por que el correo se demora en llegar.",negativo,negativo,neutral,negativo,neutral,negativo
Para que pagamos tanto en estas cajas de compensación @CajaLosAndes si los beneficios son una burla ? Siento que es mucho dinero perdido...alguno me podría decir si ha ocupado alguna vez algún beneficio bueno.aparte de los préstamos que te hacen con nuestro dinero y debemos pagar,positivo,negativo,negativo,negativo,negativo,negativo
"Una vergüenza la atención de @CajaLosAndes Valparaíso @SUSESOChile. Hace 1hr esperando a pleno sol, sin que den la opción de esperar dentro, a pesar de que hay adulta/os mayores y embarazadas en la puerta de la sucursal de Valparaíso. https://t.co/bdwUkch2YD",negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes me parece inaudito que para pagar cuotas de hipotecario deba esperar atención de público que mínimo demoran 20 minutos por persona,  por un tramite de pago que no supera 5.. #atencionmala",negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes indican que hay cuota morosa, pero por página BLOQUEAN PAGO. Recibo llamadas de empresa de cobranza. Quiero pagar, NO hay como hacer .pago, y ofrecen repactar siendo que QUIERO PAGAR la cuota morosa y no quiero ir a sucursal. @SUSESOChile
Todo se hace por internet!",negativo,negativo,negativo,negativo,neutral,negativo
"Bueno como para Variar en la @SUSESOChile aun no actualizan la información de mi reclamo, y de acuerdo al pimponeo que tengo entre la @CajaLosAndes y el @IPSChile existe una inconsistencia en mi tramo de asignacion familiar aun cuando pa variar en chile las licencias siquiatritas",negativo,negativo,negativo,neutral,negativo,negativo
"@CajaLosAndes no entiendo como no van a poder enviar la información por correo de un seguro, como el único medio para tener detalle es por teléfono. más que confianza reflejan todo lo contrario.",negativo,negativo,negativo,negativo,negativo,negativo
"Desde 20 de abril está listo y traspasado el dinero del seguro @Cardif_Chile a @CajaLosAndes ,pero caja Los Andes aún no reconoce x sistema, creo q debería eliminar estas instituciones, ya que también pasa cuándo las licencias médicas están aceptadas x compin! @gabrielboric",negativo,neutral,negativo,negativo,neutral,negativo
@CajaLosAndes se niega a pagar licencia médica por covid al no tener 90 días de antigüedad en el trabajo es esto legal?   @SUSESOChile,negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes se niega a pagar licencia de 7 días por caso de covid 19 aprobada por COMPIN esto por no llevar 90 días trabajando al momento de la licencia @SUSESOChile es esto legal? me contagié en el trabajo y claramente no elegí enfermarme.,negativo,negativo,negativo,negativo,negativo,negativo
"@gabrielboric @begoyarza @CajaLosAndes de acuerdo a lo dicho por el presidente de la República, la Salud es un derecho de todos sin distinción, estoy en lista de espera por mi columna y más encima tengo yo que andar haciéndoles la pega https://t.co/oB6hp6AaVB",negativo,positivo,negativo,negativo,neutral,negativo
"@SUSESOChile @CajaLosAndes cuánto tiempo tiene legal una caja de compensación para pagar una licencia médica q ya fue autorizada x COMPIN? Es necesario q x cada licencia continua, emitida x el mismo profesional, me pidan los mismos documentos y tarden más de un mes en pagar?",positivo,neutral,negativo,negativo,negativo,negativo
"@CajaLosAndes Estimados, buen día... existe alguna otra forma de pagar el seguro caja los andes que no sea ir presencial a una agencia? en Quillota nos están mandando a Quilpué a pagar. Que pasa con los adultos mayores o personas con problema de desplazamiento o que viven lejos?",negativo,neutral,negativo,negativo,neutral,negativo
Hoy 21 de julio por fin me autorizaron mi primera licencia de abril y son cuatro la segunda la aprobaron hace mas de 2 meses pero no podian pagar por la primera ahora a esperar que la @cajalosandes me las pague #compin Dios se apiade de mi no hay bolsillo que aguante,negativo,negativo,neutral,negativo,negativo,negativo
"@yesseni55730686 @CajaLosAndes @gabrielboric Así es, está en el marco de lo legal, tu pediste ese préstamo ... Lo lamento, pero es así ..

Y sino, es juicio ejecutivo, así que te pueden embargar muy muy rápido 

Llega a acuerdo mejor",positivo,neutral,neutral,neutral,neutral,neutral
"@1039c7cfd2044d5 @CajaLosAndes Que, por tanto, las Cajas de Compensación disponen de dos acciones distintas e independientes para cobrar lo adeudado por un crédito social, la acción cambiaria derivada del pagaré, cuya prescripción de acuerdo con lo dispuesto en",neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes Listo,neutral,neutral,neutral,positivo,neutral,neutral
"@CajaLosAndes Hola,llevo días esperando respuesta por un problema en la app,call center no tiene idea necesito solucionar urgente para el pago de mi licencia",negativo,neutral,negativo,negativo,neutral,negativo
"Convenio DIVBIE - Caja Los Andes

Para el personal Institucional  activo o en condición de retiro y su grupo familiar que se encuentre afiliado. Más información 👉🏻 https://t.co/6kjWUwSnWE

Síguenos en Instagram @divisiondebienestar y en Facebook https://t.co/gzbNFzHaNM https://t.co/hF9MNehq1q",neutral,neutral,neutral,positivo,neutral,neutral
"🏅Fuimos reconocid@s por @ElMercurio_cl y @CajaLosAndes en el Especial de Innovación Social como una de las ""70 iniciativas que impactan la vida de millones"". Estamos muy felices como equipo y agradecemos este reconocimiento.🌈 https://t.co/46wRhOfuqB",neutral,positivo,positivo,positivo,positivo,positivo
"@CajaLosAndes @ministeriosalud @SUSESOChile @Fonasa  @PJudicialChile  quisiera saber, que ley les autoriza a dividir una LM y pagarla en 2 además ? y porque se tardan hasta 3 semanas en pagarlas ? eso es lucro",neutral,negativo,negativo,negativo,negativo,negativo
"La sociedad enfrenta grandes desafíos que requieren la participación de muchos actores. Caja de los Andes es un actor clave. Es importante que una institución se encargue de acoger, cuidar y acompañar a quienes están solos en estos tiempos. Felices 70 años @CajaLosAndes https://t.co/sDVEvlmQ80",neutral,positivo,positivo,positivo,neutral,positivo
"@CajaLosAndes Enviado.
@Fonasa, no me quieren pagar  la licencia, que aprobó.",negativo,negativo,negativo,negativo,negativo,negativo
"@IPSChile el 15 de Marzo ingrese un reclamo y aun sin respuesta, @CajaLosAndes ya informó el pago, que más quieren? Cuanto tengo que esperar?",negativo,neutral,negativo,negativo,negativo,negativo
"Este gran logro ha sido gracias al apoyo solidario de Mavesa del grupo Falabella y a @CajaLosAndes, que se unieron al programa de becas ""Nivela Sueños"" de Good Neighbors Chile que permite que hoy más de 500 personas nivelen sus estudios de manera gratuita.",positivo,positivo,positivo,positivo,positivo,positivo
"¡Postula ahora a #TECLA de #cajalosandes con el apoyo de 
@SocialabChile!
Buscamos emprendimientos sociales o startups que quieran 
llevar soluciones sostenibles a todo el mundo.
Ingresa a www.cajalosandes/tecla https://t.co/yTf4z3L0FQ",neutral,neutral,neutral,positivo,neutral,neutral
"@Joshetalca @CajaLosAndes Estimado @Joshetalca lamentamos lo que nos cuenta. Por favor, envíenos por DM/inbox sus datos (nombre, Rut, correo electrónico y teléfono) para que podamos ayudarle Quedamos a la espera.",positivo,neutral,neutral,negativo,negativo,neutral
@CajaLosAndes ayuda! Necesito saber desde que fecha mi hija está cómo carga familiar !!!😞,neutral,negativo,neutral,positivo,neutral,neutral
"Vota por tu #emprendimiento favorito hasta el 31/3 en Tecla 6 de @CajaLosAndes y apoya a iniciativas de nuestra Incubadora y de la @usach🙌

📍 Vota por Photio: https://t.co/12W1QZVXut
📍 Vota por Reciclapp: https://t.co/s5FXxsRg1M
📍 Vota por Okylife: https://t.co/xjO9SWGxQ4 https://t.co/HZubcwOKmF",neutral,neutral,neutral,negativo,neutral,neutral
"@claudiocaro1980 @CajaLosAndes @cmfchile_ Hola Claudio, puedes ingresar tu reclamo contra @CajaLosAndes en nuestro portal del consumidor: https://t.co/UAEloYDytA y también puedes informarte sobre reclamos a cajas de compensación a través del sitio web de @SUSESOChile: https://t.co/SE6iQtOrPH. ¡Un abrazo!",neutral,neutral,neutral,negativo,neutral,neutral
"RT @CampeonatoCL: 👏👏 Felicitaciones @udechilefem 🔵🔴

Triunfo 2-1 en la semifinal de vuelta y los pasajes para la final de Sausalito 🎟🏟

Nos…",neutral,positivo,positivo,positivo,positivo,positivo
@CajaLosAndes @FundChileEspana Sigo esperando me conteste el dm,neutral,neutral,neutral,negativo,negativo,neutral
@CajaLosAndes @congresofuturo Quedaron en enviarme un correo con pasos a seguir de una solicitud y nunca me llego.,neutral,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes  hola necesito contactarme con ustedes urgente el número del callcenter 0 respuesta me deja en espera para hablar con un ejecutivo y me cortan la llamada.,neutral,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes hoy vine a realizar un trámite en la sucursal de Buin, se demoraron 30 minutos en entregarme un número de atención, y llevo ahora 30 minutos adicionales esperando atención, no pueden tener este nivel de servicio y demora.",negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes estimados quisiera saber donde se encuentra el bus para poder renovar cédula de identidad,neutral,neutral,neutral,negativo,neutral,neutral
"@mipensamientopp @CajaLosAndes Se debe contactar al SAG 
Ver foto https://t.co/1tKmstR2IZ",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes 
Hola
Me ha llegado un correo informando ""un problema"" con el pago de una licencia médica por COVID. Dice que el banco rechazó el pago. No entiendo. Me podrían dar detalles del cómo y el porqué.",positivo,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes Soy Catalina!
Hasta cuando tendremos que seguir esperando que solucionen la situacion de las gifcard?",neutral,neutral,negativo,positivo,negativo,neutral
"@CajaLosAndes Ya que llevo tiempo así y luego de que no se puede contactar limitan el tiempo de tramitación de una licencia, que ni si quiera lo hace COMPIN si no la caja, que no contesta ? Espero respuesta gracias",negativo,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes Buenos días, quiero ver las opciones que tienen válidas como canales de atención, ya que llamo y no contestan, para agendar una video llamada no hay ni en abril hora, la tomas y se cae, envías correos y no responden,",negativo,negativo,negativo,negativo,negativo,negativo
[EN VIVO] Nuestra Gerenta de Futuro Laboral e Innovación Social @taniasutin habla sobre Empoderamiento Digital Femenino ante más de 300 líderes sindicales en el evento Avanzando con Equidad de @CajaLosAndes https://t.co/vJZX4WaiHr,neutral,positivo,neutral,positivo,positivo,positivo
@cajalosandes me están agarrando para el chuleteo. he enviado la documentación 3 VECES @SUSESOChile JAMÁS ME PASÓ ESTO CON LOS HEROES https://t.co/VFJoSVg4nq,positivo,negativo,negativo,negativo,neutral,negativo
